"Cell","Drug","IC50"
687457,"BIBR-1532",4.552548
687457,"KRAS (G12C) Inhibitor-12",5.061627
687457,"BMS-345541",3.264192
687457,"Oxaliplatin",3.729395
687457,"AGI-6780",5.325831
687457,"SGC0946",3.007799
687457,"P22077",4.907835
687457,"Gemcitabine",1.160854
687457,"PFI3",5.3608
687457,"LY2109761",4.689162
687457,"Vorinostat",2.905809
687457,"BMS-536924",1.819398
687457,"Motesanib",6.113053
687457,"SB216763",5.693827
687457,"Rucaparib",4.977424
687457,"MK-2206",3.664362
687457,"MG-132",-0.963166
687457,"Picolinici-acid",4.529905
687457,"GSK591",3.95516
687457,"Lenalidomide",5.951542
687457,"Sabutoclax",0.893751
687457,"Cediranib",1.196945
687457,"GSK2606414",3.636588
687457,"Paclitaxel",-0.785937
687457,"AMG-319",5.82409
687457,"Ipatasertib",5.117387
687457,"Sorafenib",3.014884
687457,"Doramapimod",5.596218
687457,"EPZ004777",6.164399
687457,"MN-64",5.173717
687457,"Tamoxifen",4.52197
687457,"AZD3759",3.596918
687457,"AZD8186",5.537729
687457,"Alpelisib",5.259694
687457,"Bortezomib",-4.098854
687457,"Sepantronium bromide",-4.073228
687457,"RVX-208",5.272474
687457,"VX-11e",2.912047
687457,"Ibrutinib",5.661354
687457,"Taselisib",3.720041
687457,"AZD6738",3.916077
687457,"Ulixertinib",2.785441
687457,"Wnt-C59",4.277926
687457,"GW441756",3.875126
687457,"YK-4-279",3.593431
687457,"Temozolomide",7.297273
687457,"PCI-34051",4.987018
687457,"GSK1904529A",4.925053
687457,"EPZ5676",6.310502
687457,"AGI-5198",5.865177
687457,"AZ960",5.197147
687457,"I-BRD9",5.016522
687457,"Talazoparib",4.561866
687457,"NU7441",4.716124
687457,"Serdemetan",4.883148
687457,"OF-1",3.335034
687457,"Camptothecin",-1.449138
687459,"Foretinib",1.192539
687459,"Telomerase Inhibitor IX",1.728498
687459,"Fulvestrant",3.635029
687459,"Buparlisib",1.032001
687459,"Gefitinib",3.159191
687459,"Lestaurtinib",2.89435
687459,"Leflunomide",6.037867
687459,"Afatinib",3.534909
687459,"MK-8776",3.912743
687459,"Dinaciclib",-1.062641
687459,"PD0325901",3.701321
687459,"KU-55933",6.128509
687459,"Docetaxel",-4.17248
687459,"IWP-2",3.383087
687459,"Axitinib",3.408116
687459,"Vismodegib",6.02488
687459,"AZD7762",0.041449
687459,"Palbociclib",5.591166
687459,"Entinostat",2.042722
687459,"Osimertinib",2.756258
687459,"XAV939",5.050281
687459,"Veliparib",5.802051
687459,"OSI-027",1.525451
687459,"Dactolisib",-1.436112
687459,"JNK Inhibitor VIII",6.159378
687459,"LCL161",6.196548
687459,"AZ6102",4.668879
687459,"VE821",5.179401
687459,"SCH772984",5.438015
687459,"ABT737",2.028127
687459,"Selumetinib",5.086791
687459,"PD173074",6.318318
687459,"Nilotinib",4.204344
687459,"Venetoclax",2.654051
687459,"Staurosporine",-2.604222
687459,"Lapatinib",6.470794
687459,"ZM447439",2.973679
687459,"EHT-1864",4.589738
687459,"Bosutinib",4.593703
687459,"AZD5363",4.187816
687459,"AT13148",5.877965
687459,"Ribociclib",4.577798
687459,"SB590885",4.748912
687459,"GSK2578215A",6.194308
687459,"Epirubicin",0.017063
687459,"PLX-4720",5.28479
687459,"Tanespimycin",-2.00885
687459,"Wee1 Inhibitor",3.023809
687459,"Erlotinib",2.353741
687459,"Ruxolitinib",4.51677
687459,"AZD4547",2.902001
687459,"Oxaliplatin",5.566915
687459,"WIKI4",3.380016
687459,"GDC0810",5.523262
687459,"Pevonedistat",2.465805
687459,"ML323",5.397181
687459,"Vinorelbine",-0.153006
687459,"BMS-754807",2.351311
687459,"PFI-1",4.239316
687459,"Trametinib",2.663933
687459,"Savolitinib",2.621338
687459,"Afuresertib",3.703392
687459,"PRT062607",4.386539
687459,"Pictilisib",1.862195
687459,"LGK974",4.779902
687459,"Linsitinib",4.386836
687459,"PFI3",5.939251
687459,"MK-1775",0.476985
687459,"Entospletinib",4.159968
687459,"OTX015",3.76283
687459,"JQ1",5.293558
687459,"Crizotinib",4.044418
687459,"RO-3306",5.267078
687459,"Sapitinib",4.999255
687459,"Ipatasertib",5.706024
687459,"Dasatinib",1.837329
687459,"Olaparib",4.490758
687459,"SGC0946",2.303453
687459,"MG-132",-0.978194
687459,"I-BET-762",5.189018
687459,"SN-38",-2.990528
687459,"5-Fluorouracil",5.648643
687459,"Refametinib",3.550249
687459,"Niraparib",5.400389
687459,"Luminespib",-1.174961
687459,"Avagacestat",5.602129
687459,"SB216763",5.24046
687459,"Irinotecan",3.480608
687459,"Mirin",6.89144
687459,"Uprosertib",3.639085
687459,"Navitoclax",1.888286
687459,"BMS-536924",1.492795
687459,"Sabutoclax",1.745729
687459,"MIRA-1",6.117265
687459,"MN-64",4.264406
687459,"GSK591",5.012806
687459,"LY2109761",6.250443
687459,"VE-822",2.38121
687459,"Doramapimod",5.783048
687459,"Rapamycin",-0.878321
687459,"Alpelisib",4.09586
687459,"Dactinomycin",-4.546341
687459,"GSK343",2.918925
687459,"Sepantronium bromide",-4.240866
687459,"Pyridostatin",4.232028
687459,"AGI-6780",4.675254
687459,"Ibrutinib",5.095389
687459,"RVX-208",6.306135
687459,"Rucaparib",5.109064
687459,"Cyclophosphamide",6.213948
687459,"Paclitaxel",-2.177791
687459,"Tamoxifen",4.616765
687459,"BMS-345541",5.152153
687459,"Picolinici-acid",5.665982
687459,"Cediranib",2.038596
687459,"PRIMA-1MET",6.281047
687459,"Temozolomide",7.328056
687459,"CZC24832",4.935495
687459,"Nutlin-3a (-)",6.00278
687459,"MK-2206",5.134118
687459,"Gemcitabine",0.876583
687459,"EPZ5676",5.917826
687459,"Sorafenib",3.711671
687459,"Vorinostat",1.952424
687459,"NVP-ADW742",2.443822
687459,"AMG-319",5.9136
687459,"Motesanib",6.312738
687459,"P22077",4.208748
687459,"KRAS (G12C) Inhibitor-12",6.505157
687459,"Lenalidomide",6.246193
687459,"YK-4-279",2.860061
687459,"AZD3759",3.69856
687459,"NU7441",5.967783
687459,"Ulixertinib",4.144621
687459,"WZ4003",5.3568
687459,"BIBR-1532",5.826636
687459,"GSK2606414",4.511332
687459,"AZD8186",4.080202
687459,"VX-11e",5.863113
687459,"EPZ004777",5.722384
687459,"AZD6738",1.886923
687459,"AZ960",3.983525
687459,"Wnt-C59",4.441622
687459,"Bortezomib",-4.306059
687459,"I-BRD9",5.972455
687459,"PCI-34051",5.107909
687459,"GW441756",2.767148
687459,"Taselisib",2.784545
687459,"Talazoparib",3.367169
687459,"AGI-5198",4.565527
687459,"Serdemetan",5.009848
687459,"GSK1904529A",4.945676
687459,"OF-1",5.039265
687459,"LJI308",6.298278
687459,"Camptothecin",-2.350633
687505,"Gefitinib",2.126256
687505,"Dactolisib",-2.401562
687505,"Afatinib",-0.133092
687505,"Epirubicin",-2.822816
687505,"Selumetinib",2.720595
687505,"MK-8776",3.58679
687505,"KU-55933",3.833341
687505,"LCL161",5.411237
687505,"Entinostat",2.7688
687505,"JNK Inhibitor VIII",5.291476
687505,"Linsitinib",3.962919
687505,"AZ6102",2.498234
687505,"ABT737",3.21818
687505,"Osimertinib",0.18924
687505,"Foretinib",1.819886
687505,"Fulvestrant",2.485342
687505,"Buparlisib",1.171598
687505,"ZM447439",2.915546
687505,"PD0325901",1.161896
687505,"XAV939",4.564275
687505,"Leflunomide",4.69197
687505,"IWP-2",2.879518
687505,"PD173074",3.898355
687505,"Pevonedistat",-1.974491
687505,"Vismodegib",4.855913
687505,"Lestaurtinib",0.481437
687505,"Ribociclib",3.322951
687505,"OSI-027",1.071371
687505,"VE821",5.158042
687505,"ML323",2.896679
687505,"Axitinib",2.068551
687505,"AT13148",2.377033
687505,"Niraparib",4.082499
687505,"Dinaciclib",-3.9231
687505,"GSK2578215A",4.281237
687505,"AZD5363",0.427763
687505,"Telomerase Inhibitor IX",-0.827999
687505,"Staurosporine",-1.871621
687505,"Veliparib",4.360336
687505,"SCH772984",1.982956
687505,"PLX-4720",3.680359
687505,"GDC0810",4.501832
687505,"Luminespib",-3.684367
687505,"AZD7762",-0.73405
687505,"PFI-1",4.24766
687505,"Gemcitabine",-3.408072
687505,"EHT-1864",1.966738
687505,"Lapatinib",2.498133
687505,"Vinorelbine",-4.115457
687505,"Docetaxel",-4.916376
687505,"BMS-754807",5.050388
687505,"Wee1 Inhibitor",1.060869
687505,"Ruxolitinib",5.16359
687505,"AZD4547",2.561679
687505,"Tanespimycin",1.786522
687505,"Oxaliplatin",3.142473
687505,"Entospletinib",2.022923
687505,"SB590885",4.786214
687505,"Afuresertib",-0.174825
687505,"PRT062607",3.523161
687505,"AGI-6780",2.453543
687505,"Nilotinib",2.742553
687505,"Bosutinib",0.526103
687505,"Sapitinib",1.60914
687505,"OTX015",4.780876
687505,"SGC0946",1.349357
687505,"BMS-536924",2.969673
687505,"JQ1",4.707555
687505,"LGK974",1.990869
687505,"Pictilisib",1.14849
687505,"Palbociclib",3.163315
687505,"Trametinib",0.006414
687505,"Dasatinib",0.115748
687505,"RO-3306",2.381991
687505,"Uprosertib",-0.297769
687505,"MG-132",-1.423033
687505,"Doramapimod",5.39085
687505,"Erlotinib",1.753261
687505,"BMS-345541",2.666545
687505,"Savolitinib",2.561728
687505,"Nutlin-3a (-)",4.364604
687505,"Bortezomib",-4.611966
687505,"Crizotinib",2.791579
687505,"WIKI4",3.715082
687505,"Pyridostatin",2.69782
687505,"Mirin",4.17964
687505,"MK-1775",-0.907304
687505,"SB216763",5.400763
687505,"NVP-ADW742",4.204494
687505,"GSK343",2.961135
687505,"PFI3",5.231711
687505,"Ipatasertib",1.182178
687505,"Picolinici-acid",5.300439
687505,"VE-822",3.102971
687505,"Sorafenib",1.504029
687505,"EPZ5676",5.491584
687505,"P22077",2.996322
687505,"Avagacestat",3.838133
687505,"Olaparib",3.932204
687505,"Refametinib",0.795707
687505,"Cediranib",1.850467
687505,"GW441756",3.268884
687505,"CZC24832",5.270262
687505,"Rapamycin",-2.33271
687505,"Alpelisib",4.94333
687505,"PRIMA-1MET",2.882406
687505,"I-BET-762",5.310343
687505,"Cyclophosphamide",4.29371
687505,"KRAS (G12C) Inhibitor-12",2.895514
687505,"AZD3759",2.636485
687505,"5-Fluorouracil",3.585648
687505,"WZ4003",4.529861
687505,"MN-64",5.155062
687505,"VX-11e",2.984625
687505,"RVX-208",5.326878
687505,"YK-4-279",2.254049
687505,"Ibrutinib",2.868925
687505,"AZD6738",0.68884
687505,"LY2109761",5.217949
687505,"Dactinomycin",-6.252845
687505,"Sepantronium bromide",-6.364396
687505,"MIRA-1",5.324947
687505,"SN-38",-5.049605
687505,"AMG-319",5.069004
687505,"Irinotecan",1.428058
687505,"Ulixertinib",2.061406
687505,"Wnt-C59",3.197901
687505,"Vorinostat",0.40081
687505,"Navitoclax",2.431959
687505,"GSK591",4.15017
687505,"Temozolomide",6.010347
687505,"GSK2606414",2.798191
687505,"Lenalidomide",5.477314
687505,"AZD8186",4.30594
687505,"Sabutoclax",-0.240843
687505,"Rucaparib",3.776059
687505,"AGI-5198",3.981152
687505,"EPZ004777",4.778318
687505,"Taselisib",2.368388
687505,"I-BRD9",3.830461
687505,"Tamoxifen",2.904865
687505,"BIBR-1532",4.87656
687505,"Talazoparib",1.935248
687505,"Paclitaxel",-4.035333
687505,"Camptothecin",-3.380879
687505,"GSK1904529A",3.28189
687505,"PCI-34051",3.228549
687505,"Venetoclax",2.466909
687505,"OF-1",2.817778
687505,"NU7441",4.260734
687505,"MK-2206",2.713987
687505,"Motesanib",5.479361
687505,"Serdemetan",2.968836
687505,"AZ960",3.015769
687505,"LJI308",5.461088
687506,"KU-55933",4.524599
687506,"AZ6102",1.290904
687506,"MK-8776",2.002214
687506,"Entinostat",2.608245
687506,"Luminespib",-3.384891
687506,"IWP-2",2.287247
687506,"JNK Inhibitor VIII",5.277814
687506,"PD173074",4.255876
687506,"Afatinib",1.160636
687506,"Vismodegib",5.127501
687506,"ML323",4.035359
687506,"ABT737",2.010551
687506,"Epirubicin",-1.463698
687506,"Gefitinib",2.416946
687506,"Fulvestrant",2.536755
687506,"Linsitinib",4.459439
687506,"OSI-027",4.363482
687506,"Buparlisib",0.673786
687506,"Osimertinib",0.276588
687506,"Leflunomide",5.222741
687506,"VE821",2.918808
687506,"AZD5363",3.485788
687506,"PD0325901",1.045062
687506,"Ribociclib",3.678829
687506,"ZM447439",3.22524
687506,"Foretinib",0.429248
687506,"Selumetinib",3.165018
687506,"SCH772984",2.367571
687506,"XAV939",4.652204
687506,"Ruxolitinib",3.754129
687506,"SB590885",4.585735
687506,"Dinaciclib",-2.626997
687506,"Docetaxel",-5.181565
687506,"Lapatinib",2.346813
687506,"GSK2578215A",4.433416
687506,"PLX-4720",3.974
687506,"Dactolisib",-0.32045
687506,"Olaparib",4.023659
687506,"Vinorelbine",-4.584942
687506,"JQ1",2.813024
687506,"Veliparib",5.028981
687506,"AZD7762",-0.420987
687506,"Axitinib",3.066704
687506,"Lestaurtinib",-0.175805
687506,"LGK974",3.636573
687506,"MG-132",-1.791529
687506,"PRT062607",5.011575
687506,"BMS-754807",2.416445
687506,"LCL161",5.141877
687506,"Telomerase Inhibitor IX",0.645616
687506,"Afuresertib",3.225889
687506,"Pevonedistat",2.364794
687506,"EHT-1864",2.851365
687506,"OTX015",3.861958
687506,"Entospletinib",3.294686
687506,"AZD4547",1.883386
687506,"Staurosporine",-2.576106
687506,"AT13148",3.426312
687506,"GDC0810",4.618401
687506,"Nutlin-3a (-)",4.675309
687506,"BMS-536924",2.43611
687506,"Gemcitabine",-2.528349
687506,"AGI-6780",3.843863
687506,"Pictilisib",0.813868
687506,"GW441756",3.028856
687506,"Ipatasertib",4.003446
687506,"Nilotinib",2.835489
687506,"Bosutinib",3.525415
687506,"RO-3306",3.157696
687506,"Uprosertib",4.778687
687506,"AZD3759",0.964907
687506,"Crizotinib",3.504332
687506,"Irinotecan",3.376926
687506,"Trametinib",0.6829
687506,"WIKI4",3.407361
687506,"Picolinici-acid",5.252772
687506,"VX-11e",1.286512
687506,"Ibrutinib",3.533395
687506,"Bortezomib",-5.336794
687506,"I-BET-762",3.604373
687506,"5-Fluorouracil",4.952681
687506,"Tanespimycin",-2.219777
687506,"SGC0946",1.40996
687506,"YK-4-279",2.320885
687506,"Doramapimod",4.821931
687506,"LY2109761",4.988408
687506,"Palbociclib",4.856968
687506,"Wee1 Inhibitor",1.897057
687506,"Sapitinib",3.635224
687506,"Niraparib",5.216485
687506,"MN-64",5.274665
687506,"Lenalidomide",5.256894
687506,"VE-822",4.475229
687506,"EPZ5676",5.029603
687506,"Dactinomycin",-5.101324
687506,"PFI-1",4.567447
687506,"NVP-ADW742",3.106294
687506,"Savolitinib",2.45686
687506,"Cediranib",1.658833
687506,"RVX-208",4.653795
687506,"Alpelisib",4.46718
687506,"Sabutoclax",-0.476338
687506,"Navitoclax",1.75091
687506,"Cyclophosphamide",4.402028
687506,"Mirin",4.599404
687506,"Pyridostatin",2.570777
687506,"Dasatinib",0.85553
687506,"SB216763",4.702738
687506,"Rucaparib",3.532966
687506,"Avagacestat",5.258988
687506,"GSK2606414",3.29913
687506,"Venetoclax",1.664051
687506,"CZC24832",4.037456
687506,"Sorafenib",1.97528
687506,"PFI3",5.151515
687506,"AZD8186",2.781767
687506,"Taselisib",2.503146
687506,"P22077",4.158874
687506,"BIBR-1532",4.164689
687506,"Oxaliplatin",5.016986
687506,"BMS-345541",3.113214
687506,"Ulixertinib",2.648426
687506,"OF-1",3.150482
687506,"I-BRD9",5.235104
687506,"Erlotinib",1.920069
687506,"GSK343",2.051658
687506,"Sepantronium bromide",-2.285931
687506,"MK-1775",-0.808741
687506,"Refametinib",2.41539
687506,"PRIMA-1MET",6.199025
687506,"Vorinostat",2.089307
687506,"LJI308",4.137072
687506,"GSK591",5.27152
687506,"MIRA-1",4.900377
687506,"Paclitaxel",-2.867343
687506,"WZ4003",3.77438
687506,"AZD6738",1.147684
687506,"EPZ004777",4.62432
687506,"SN-38",-3.576624
687506,"MK-2206",3.482751
687506,"AMG-319",3.114611
687506,"Temozolomide",6.451676
687506,"KRAS (G12C) Inhibitor-12",3.658554
687506,"Rapamycin",-2.216938
687506,"Serdemetan",3.072775
687506,"NU7441",2.845244
687506,"Wnt-C59",4.2386
687506,"PCI-34051",4.968673
687506,"Talazoparib",3.368518
687506,"AGI-5198",3.512363
687506,"Tamoxifen",3.559227
687506,"AZ960",2.797502
687506,"GSK1904529A",2.801788
687506,"Camptothecin",-2.25569
687506,"Motesanib",5.291264
687561,"EHT-1864",4.452642
687561,"AZ6102",2.466108
687561,"Selumetinib",4.480896
687561,"Epirubicin",-2.5425
687561,"Dactolisib",-3.281709
687561,"LCL161",5.173166
687561,"JNK Inhibitor VIII",5.32148
687561,"Telomerase Inhibitor IX",0.081138
687561,"VE821",4.136949
687561,"SCH772984",2.951738
687561,"Vismodegib",4.625376
687561,"Leflunomide",5.821004
687561,"PD173074",2.618158
687561,"Afatinib",1.517286
687561,"IWP-2",2.461817
687561,"ML323",4.755769
687561,"Entinostat",2.253555
687561,"MK-8776",2.363392
687561,"Lestaurtinib",-1.1187
687561,"Gefitinib",3.847043
687561,"PRT062607",2.296855
687561,"Buparlisib",0.508464
687561,"ABT737",3.021291
687561,"ZM447439",1.734766
687561,"Olaparib",3.852608
687561,"JQ1",2.227085
687561,"AZD5363",1.405879
687561,"Docetaxel",-5.039009
687561,"Veliparib",5.481221
687561,"OSI-027",3.473338
687561,"Luminespib",-2.761736
687561,"Dinaciclib",-3.422577
687561,"Ruxolitinib",3.987284
687561,"Foretinib",-0.978961
687561,"KU-55933",4.746484
687561,"Osimertinib",1.475281
687561,"Lapatinib",2.860986
687561,"MIRA-1",5.020687
687561,"Vinorelbine",-3.925155
687561,"LGK974",3.550961
687561,"AGI-6780",4.795413
687561,"Fulvestrant",2.87431
687561,"GSK2578215A",5.213304
687561,"Ribociclib",3.199443
687561,"Bosutinib",2.47342
687561,"SB590885",2.916444
687561,"AZD7762",-1.032136
687561,"PLX-4720",4.572764
687561,"Axitinib",1.55158
687561,"PD0325901",2.744921
687561,"XAV939",3.908053
687561,"Staurosporine",-6.166889
687561,"Crizotinib",2.513164
687561,"Lenalidomide",4.583216
687561,"BMS-754807",2.029656
687561,"Gemcitabine",-3.504827
687561,"Pevonedistat",-0.105221
687561,"Refametinib",3.592587
687561,"GW441756",2.309061
687561,"Pictilisib",0.275484
687561,"VX-11e",2.889308
687561,"MG-132",-1.202601
687561,"Bortezomib",-4.658377
687561,"AZD4547",0.821059
687561,"OTX015",2.328253
687561,"Ibrutinib",4.084772
687561,"EPZ5676",5.115295
687561,"AT13148",2.99696
687561,"Pyridostatin",3.324219
687561,"Entospletinib",2.531593
687561,"MK-1775",2.263242
687561,"Alpelisib",2.953236
687561,"MN-64",5.264386
687561,"Picolinici-acid",4.341508
687561,"YK-4-279",1.72067
687561,"Doramapimod",4.73125
687561,"OF-1",5.266658
687561,"Mirin",3.980415
687561,"Nutlin-3a (-)",5.516725
687561,"BMS-536924",1.658658
687561,"RO-3306",2.963339
687561,"Uprosertib",1.731261
687561,"PRIMA-1MET",5.830535
687561,"Sorafenib",1.816496
687561,"Taselisib",0.863184
687561,"I-BET-762",3.275587
687561,"PFI3",5.439132
687561,"Palbociclib",4.649498
687561,"SGC0946",0.559988
687561,"RVX-208",4.159499
687561,"BMS-345541",2.200535
687561,"Dactinomycin",-5.455779
687561,"PFI-1",3.184746
687561,"KRAS (G12C) Inhibitor-12",3.837637
687561,"WIKI4",3.680771
687561,"Trametinib",1.620033
687561,"Tanespimycin",-1.561505
687561,"Rucaparib",4.393892
687561,"LY2109761",4.267126
687561,"Cediranib",0.300916
687561,"Vorinostat",1.799903
687561,"P22077",3.964127
687561,"SN-38",-4.831098
687561,"Afuresertib",0.563418
687561,"Sepantronium bromide",-5.080639
687561,"WZ4003",3.840446
687561,"Ipatasertib",1.913754
687561,"VE-822",4.36013
687561,"Irinotecan",1.758873
687561,"AZD8186",1.914032
687561,"Sabutoclax",-0.062001
687561,"AZD3759",2.921961
687561,"Dasatinib",-2.232822
687561,"SB216763",3.473491
687561,"Wee1 Inhibitor",2.954524
687561,"Talazoparib",1.733188
687561,"Camptothecin",-3.40022
687561,"CZC24832",4.788091
687561,"Nilotinib",1.87801
687561,"Paclitaxel",-3.549817
687561,"Temozolomide",5.555975
687561,"Ulixertinib",2.786374
687561,"GSK2606414",2.507012
687561,"Venetoclax",2.768106
687561,"Niraparib",2.142996
687561,"Linsitinib",4.793861
687561,"Wnt-C59",4.56188
687561,"Serdemetan",3.436051
687561,"AZ960",1.070579
687561,"PCI-34051",4.853769
687561,"5-Fluorouracil",3.463196
687561,"Sapitinib",4.214894
687561,"Oxaliplatin",3.55215
687561,"GDC0810",4.764526
687561,"MK-2206",1.485112
687561,"GSK343",2.899374
687561,"AZD6738",1.56519
687561,"Motesanib",2.711837
687561,"Navitoclax",3.038536
687561,"Cyclophosphamide",5.137782
687561,"NVP-ADW742",1.88315
687561,"I-BRD9",3.994578
687561,"AMG-319",5.238889
687561,"Tamoxifen",3.7765
687561,"NU7441",1.684818
687561,"GSK591",4.286534
687561,"Savolitinib",1.895836
687561,"EPZ004777",5.339512
687561,"BIBR-1532",5.349092
687561,"Rapamycin",-3.73106
